name,ingredients,prep_time,cook_time,state,course,People_liked,demand_increase_per_year,Profit_Per-Item
mangalorean style ambe upkari  ,"6 Mango (Ripe) - (fibrous smaller variety suits best),1/2 cup Jaggery - powdered (adjust to sweetness of mangoes),2 Green Chillies - (adjust to taste),1 teaspoon Ghee - or coconut oil,2 Dry Red Chillies,1/2 teaspoon White Urad Dal (Split),1/2 teaspoon Mustard seeds,1 pinch Asafoetida (hing)",20,20,Mangalorean,Side Dish,703,275,7
vegetable paella  ,"1 cup Rice - short/medium grain,1 Onion - chopped,3 cloves Garlic - crushed or finely chopped,1 Red Bell pepper (Capsicum) - sliced lengthwise,1 Green Bell Pepper (Capsicum) - sliced lengthwise,1 Yellow Bell Pepper (Capsicum) - sliced lengthwise,1/2 cup Button mushrooms - sliced (you can alternatively use a combination of vegetables like beans,1 tablespoon Extra Virgin Olive Oil,1/4 teaspoon Turmeric powder (Haldi),1/2 cup Homemade tomato puree,2 1/2 cups Vegetable stock,1 pinch Saffron strands,1 teaspoon Paprika powder,1/2 teaspoon Whole Black Peppercorns - crushed,Salt - to taste,5-6 Black olives - pitted,Parsley leaves - chopped for garnish,Lemon wedges - to serve",15,30,Middle Eastern,Dinner,994,813,17
spiced rice breakfast porridge ,"1 cup Cooked rice,1/4 cup Milk,1/4 teaspoon Cinnamon Powder (Dalchini),1/4 teaspoon Dry ginger powder,1/4 teaspoon Nutmeg powder,1 teaspoon Salt,1 tablespoon Honey,Mixed fruits - of your choice,Mixed nuts - of your choice",10,10,Continental,World Breakfast,918,555,12
butter chicken  ,"300 grams Boneless chicken - cut into pieces,1/2 cup Curd (Dahi / Yogurt),2 teaspoon Ginger Garlic Paste,1/2 teaspoon Turmeric powder (Haldi),1/2 teaspoon Garam masala powder,1 teaspoon Kashmiri Red Chilli Powder,1 teaspoon Salt,1 tablespoon Butter,1 teaspoon Red Chilli powder,1 teaspoon Coriander Powder (Dhania),1/2 teaspoon Garam masala powder,1 cup Homemade tomato puree,1 teaspoon Honey,1/4 cup Fresh cream,1 tablespoon Kasuri Methi (Dried Fenugreek Leaves),Salt - to taste,1/4 cup Fresh cream,1 tablespoon Kasuri Methi (Dried Fenugreek Leaves),Salt - to taste",10,35,North Indian Recipes,Dinner,429,464,22
baingan musallam  ,"1 Brinjal (Baingan / Eggplant) - cut into wedges,1 cup Homemade tomato puree,1/2 teaspoon Turmeric powder (Haldi),1 teaspoon Coriander Powder (Dhania),1/2 teaspoon Garam masala powder,1 Bay leaf (tej patta) - torn into half,1 teaspoon Red Chilli powder,1 tablespoon Fresh cream,1 tablespoon Raisins,Coriander (Dhania) Leaves - a small bunch finely chopped,Salt - to taste,Sunflower Oil - for cooking,1 Onion - roughly chopped,3 cloves Garlic,1 inch Ginger",20,30,Hyderabadi,Lunch,861,687,25
dal and rice  ,"1/2 कप तुअर दाल,1/2 कप चावल,नमक - चुटकी भर (वैकल्पिक),हींग - चुटकी भर,हल्दी - चुटकी भर",5,20,Indian,Lunch,236,110,8
rajasthani kachri ki chutney  ,"6 Kachri (Wild cucumber),12 cloves Garlic,4 Dry Red Chillies,1 tablespoon Cumin seeds (Jeera) - (divided),Salt - to taste,3 tablespoons Curd (Dahi / Yogurt),1 teaspoon Ghee",10,8,Rajasthani,Side Dish,743,714,18
mangalorean style kuvalyacho pollav  ,"250 grams Kaddu (Parangikai/ Pumpkin),1 Onion - sliced,1/2 teaspoon Turmeric powder (Haldi),1/2 teaspoon Coriander Powder (Dhania),Salt - to taste,Water - as required,1 Onion - sliced,1/4 cup Fresh coconut - grated,1 tablespoon Ajwain (Carom seeds),1/2 teaspoon Mustard seeds,1 tablespoon Coriander (Dhania) Seeds,18 grams Tamarind,3 Dry Red Chillies",10,30,Mangalorean,Lunch,478,265,8
carrot pistachio coconut cake ,"250 grams Carrots (Gajjar) - finely grated,4 Whole Eggs,240 ml Canola Oil - or any flavorless oil,290 grams Sugar - granulated,2 teaspoons Vanilla Extract,250 grams Vivatta Maida,1 teaspoon Baking soda,1-1/2 teaspoons Baking powder,1/2 teaspoon Salt,40 grams Pistachios - roughly chopped,1-1/2 teaspoons Cinnamon Powder (Dalchini),40 grams Fresh coconut - toasted and shredded",20,30,Indian,Dessert,644,438,11
guava jam ,"5 Guava,2 cups Sugar - quantity varies based on sweetness of guava ),3 tablespoon Lemon juice,Salt - to taste",15,30,Indian,Side Dish,988,331,18
palak khichdi  ,"1 कप ब्राउन राइस - 30 मिनट के लिए भिगो दे,1 कप पिली मूंग दाल - 30 मिनट के लिए भिगो दे,1 कप छोटे प्याज - काट ले,1 छोटा चमच्च सौंफ,1/4 कप नारियल का दूध,नमक - स्वाद अनुसार,1 कप पालक,1 हरी मिर्च,1 इंच अदरक,2 कली लहसुन,1 छोटा चमच्च जीरा,1 टहनी कढ़ी पत्ता,1 इंच दाल चीनी,3 बड़ा चमच्च मूंगफली,2 सुखी लाल मिर्च,हींग - चुटकी भर",35,15,North Indian Recipes,Dinner,718,511,13
homemade tahini sauce ,"200 grams Sesame seeds (Til seeds),3/4 cup Extra Virgin Olive Oil",5,15,Mediterranean,Dinner,731,370,1
 cabbage tomato sabzi ,"300 grams cabbage - finely chopped, 2 tomatoes - finely chopped, 1 teaspoon turmeric powder, 1 teaspoon coriander powder, salt - to taste, red chili powder - as per taste, 1 teaspoon oil, 1/2 teaspoon Rye, 1/2 teaspoon Cumin seeds, 4 sprig Coriander - chopped (for garnish)",10,15,North Indian Recipes,Lunch,767,514,25
vegan black beans stuffed paratha ,"3 cups Whole Wheat Flour,All Purpose Flour (Maida) - All-purpose flour (for dusting),Salt - to taste,1 cup Black Eyed Beans (Lobia) - soaked overnight and cooked,1/2 teaspoon Red Chilli powder,1/4 teaspoon Garam masala powder,1/4 teaspoon Cumin seeds (Jeera),Salt - as required,Sunflower Oil - as required",40,20,North Indian Recipes,Lunch,218,470,27
chicken pad thai noodles ,"250 grams Rice Noodles (Flat),100 grams Chicken breasts - cut into chunks,1 Onion - sliced,2 Carrot (Gajjar) - julienned,1 Red Bell pepper (Capsicum) - sliced,1 Yellow Bell Pepper (Capsicum) - sliced,1 Green Bell Pepper (Capsicum) - sliced,4 cloves Garlic - chopped,1 inch Ginger - chopped,2 tablespoon Soy sauce,1 tablespoon Fish sauce,2 tablespoon Sweet and Spicy Red Chilli Sauce (Tomato Chilli Sauce),2 tablespoons Brown Sugar (Demerara Sugar),2 tablespoons Peanut Butter,1 tablespoon Lemon juice,1/4 cup Roasted Peanuts (Moongphali) - crushed,3 tablespoon Red Chilli flakes,Salt - to taste",15,20,Thai,Dinner,409,447,1
green beans lentil usili  ,"200 grams Green beans (French Beans) - finelt chopped,1 tablespoon Gingelly oil,1 teaspoon Mustard seeds,1 teaspoon White Urad Dal (Split),2 sprig Curry leaves,1/2 teaspoon Asafoetida (hing),1 cup Arhar dal (Split Toor Dal),4 Dry Red Chillies,Salt - to taste,1/2 teaspoon Turmeric powder (Haldi)",30,20,Tamil Nadu,Lunch,349,543,19
artichoke bodi surri  ,"1 tablespoon Gingelly oil,1/2 teaspoon Mustard seeds,1 sprig Curry leaves,500 grams Bhindi/Okra/Vendaikkai - chopped small,1 tablespoon Idli Dosa Podi (Milagai Powder),1/4 teaspoon Turmeric powder (Haldi),1 teaspoon Sambar Powder,Salt - to taste,1/4 cup Fresh coconut - grated",10,20,South Indian Recipes,Lunch,926,842,12
spicy schezwan indo,"1 cup Basmati rice - cooked,2 cloves Garlic - finely chopped,1 inch Ginger - grated,2 Whole Eggs - at room temperature,6 Green beans (French Beans) - finely chopped,1 Carrot (Gajjar) - finely chopped,1/4 cup Spring Onion (Bulb & Greens) - both green and white,1/2 teaspoon Vinegar,1/2 teaspoon Soy sauce,Salt - to taste",10,45,Indo Chinese,Lunch,455,351,3
mullangi thogayal  ,"1 cup radish - tightly According, 2 tsp sesame oil, 1 tsp black urad dal (split), 1 tsp rye, 1/4 cup curry leaves",20,34,South Indian Recipes,Side Dish,248,556,12
dried kala chana masala  ,"1 cup Kala Chana (Brown Chickpeas) - soaked overnight,Salt - to taste,1 tablespoon Ghee,1/2 teaspoon Cumin seeds (Jeera),1 teaspoon Amchur (Dry Mango Powder),1 teaspoon Chaat Masala Powder,1 teaspoon Red Chilli powder,1 teaspoon Cumin powder (Jeera)",400,25,North Indian Recipes,Main Course,493,355,13
chana methi dal  ,"1 cup chana dal, 1 cup fenugreek - cut into pieces, 1/4 tsp asafoetida, 1 onion - finely chopped, 1 tomato - chopped, 1 tsp green coriander, 1 tsp turmeric powder, 1 tsp red Chili powder, salt - as per taste, 1 tbsp ghee, 1 tsp cumin seeds, 2 dry red chillies",15,30,North Indian Recipes,Lunch,419,222,12
mexican chicken burger  with sour cream & salsa,"2 Burger buns,2 tablespoons Butter - to spread,1 Onion - cut into rings,4 tablespoons Sour cream,4 tablespoons Tomato Salsa,1 Chicken breasts - minced,3 cloves Garlic - finely chopped,1 Onion - finely chopped,1/3 cup Cheese - grated,1/4 cup Coriander (Dhania) Leaves - finely chopped,2 tablespoons Pickled Jalapenos - finely chopped,Salt - to taste,2 tablespoons Tomato Salsa,1 teaspoon Cumin powder (Jeera),Salt - to taste,1 Whole Egg,1/2 teaspoon Black pepper powder",20,10,Mexican,Main Course,411,873,4
pulao  in cataract chail ,"1 cup Basmati rice,1/2 cup Green peas (Matar),1 cup Cauliflower (gobi) - cut into small florets and blanched2,2 Cardamom (Elaichi) Pods/Seeds,3 Cloves (Laung),2 tablespoon Garam masala powder,2 tablespoons Red Chilli powder,1/2 cup Hung Curd (Greek Yogurt),2 sprig Coriander (Dhania) Leaves - chopped,250 grams Paneer (Homemade Cottage Cheese) - crumbled,1 Potato (Aloo) - boiled and smashed1 t,1 teaspoon Garam masala powder,Salt - to taste,Sunflower Oil - for cooking",5,35,Awadhi,Lunch,788,633,5
dal ghiya with punjabi wadiyan  ,"1 cup Badi (wadi),2 cups Bottle gourd (lauki) - cubed,1 cup Chana dal (Bengal Gram Dal),1 Onion - finely chopped,3 Tomatoes - chopped,1/2 inch Ginger - finely chopped,2 Green Chillies,1 teaspoon Cumin (Jeera) seeds,1/2 teaspoon Coriander seeds - coarsely pounded,1 pinch Asafoetida (hing),1/2 teaspoon Red Chilli powder,1/2 teaspoon Turmeric powder (Haldi),1/2 teaspoon Garam masala powder,Salt - to taste,Water - as needed,Coriander (Dhania) Leaves - a few for garnish",5,35,Awadhi,Lunch,215,185,4
the  goes professionally,"1 cup Kabuli Chana (White Chickpeas),1 Onion - finely chopped,2 Tomatoes - finely chopped,1 Green Chilli - finely chopped,1 inch Ginger - grated,2 cloves Garlic - grated,Salt - as per taste,2 Tea bags,2 Cardamom (Elaichi) Pods/Seeds,1 inch Cinnamon Stick (Dalchini),1-1/2 teaspoon Anardana Powder (Pomegranate Seed Powder),1 teaspoon Coriander Powder (Dhania),1 teaspoon Red Chilli powder,1 teaspoon Garam masala powder,1/2 tablespoon Lemon juice,Sunflower Oil - as required",10,40,Lucknowi,Dinner,819,121,9
shahi egg curry  ,"4 अंडे,1-1/2 कप टमाटर प्यूरी,2 प्याज - बारीक काट ले,6 कली लहसुन,1 इंच अदरक,1 तेज पत्ता,1/2 छोटा चम्मच हल्दी पाउडर,1 छोटा चम्मच लाल मिर्च पाउडर,1 छोटा चम्मच गरम मसाला पाउडर,1 छोटा चम्मच कसूरी मेथी,1/4 कप काजू - पेस्ट बना ले,ओलिव का तेल - प्रयोग अनुसार,2 नमक - स्वाद अनुसार",30,60,North Indian Recipes,Dinner,112,584,20
 dal makhani without onion and garlic ,"1 cup black urad dal, 1/2 cup rajma, 1 teaspoon cumin seeds, 1 teaspoon Kashmiri red chilli powder, 1-1 / 2 cup tomato puree, 2 tablespoons cream, 2 tablespoons butter, 1 cup milk, 2 small Spoon garam masala powder, 1/2 teaspoon cardamom powder, 1 teaspoon Kasuri Methi",10,45,North Indian Recipes,Lunch,918,852,15
ujju rotti  ,"1 cup Rice flour,1-1/2 cups Water,Salt - to taste,1 Sunflower Oil",20,30,Indian,Indian Breakfast,165,502,1
kala chana chaat ,"1 cup Kala Chana (Brown Chickpeas),1/2 Fresh Pomegranate Fruit Kernels - ½ cup Pomegranate pearls,1 Potato (Aloo) - boiled and cubed,1 Tomato - finely chopped,1 Onion - finely chopped,1 Green Chilli - finely chopped,1 teaspoon Red Chilli powder,1 teaspoon Cumin powder (Jeera),1 teaspoon Chaat Masala Powder,1 teaspoon Amchur (Dry Mango Powder),Black Salt (Kala Namak) - to taste,1/2 tablespoon Lemon juice - freshly squeezed,Sev - to garnish,1 cup Dates - pitted and chopped,1/4 cup Tamarind Paste,1/4 cup Jaggery,1 teaspoon Red Chilli powder,1 teaspoon Cumin powder (Jeera),1/2 teaspoon Dry ginger powder,1/2 teaspoon Black Salt (Kala Namak),Salt - to taste,1/2 cup Coriander (Dhania) Leaves - chopped,1/2 cup Mint Leaves (Pudina) - chopped,1/2 tablespoon Ginger - chopped,1 Green Chilli,1 teaspoon Sugar,1 tablespoon Lemon juice,Salt - to taste",480,25,North Indian Recipes,Appetizer,789,813,29
rajasthani bajre khatti rabri ,"1/2 cup Bajra Flour ( Pearl Millet),3 cup Buttermilk,Cumin seeds (Jeera) - for garnishing,Salt - to taste.",120,30,Rajasthani,Side Dish,922,867,25
sri lankan egg bread ,"2 cups Rice - raw,1 cup Cooked rice,1 cup Fresh coconut - grated,1 teaspoon Active dry yeast,2 tablespoons Sugar,Salt - to taste,6 Whole Eggs",200,20,Sri Lankan,South Indian Breakfast,319,340,27
pistachio & cranberry broken wheat pilaf ,"1 cup Broken Wheat (Dalia/ Godumai Rava),1 tablespoon Extra Virgin Olive Oil,Salt - to taste,4 tablespoons Cranberries - cut into half,1 teaspoon Whole Black Pepper Corns - crushed,4 tablespoons Pistachios - cut into half,1 tablespoon Lemon juice,2 sprig Mint Leaves (Pudina) - roughly torn",10,20,Continental,Main Course,920,657,5
old fashioned bread pudding ,"5 cups Whole Wheat Brown Bread - diced into bite sized pieces,4 Whole Eggs,1 cup Caster Sugar,1 teaspoon Vanilla Extract,1/4 teaspoon Cinnamon Powder (Dalchini),1/4 cup Butter - melted and cooled,3 cups Milk,1 tablespoon Rum - or brandy,1/4 cup Walnuts - chopped,2 Apples - apples,Dry Fruits - like raisins",30,60,Continental,Dessert,945,893,29
khandeshi dal ,"2 tablespoons Green Moong Dal (Whole),2 tablespoons Pink Masoor Dal (Split),2 tablespoons Arhar dal (Split Toor Dal),2 tablespoons White Urad Dal (Split),2 tablespoons Chana dal (Bengal Gram Dal),1/4 teaspoon Turmeric powder (Haldi),Sunflower Oil - as required,1 teaspoon Mustard seeds,2 Dry Red Chillies,1 Bay leaf (tej patta),3 teaspoon Lemon juice,3 tablespoon Coriander (Dhania) Leaves - chopped,Salt - to taste,1/4 cup Dry coconut (kopra) - grated,1/2 cup Onions - sliced,1-1/2 tablespoon Coriander Powder (Dhania),Cumin powder (Jeera),3 Kashmiri dry red chillies,3 Cloves (Laung),2 Cardamom (Elaichi) Pods/Seeds,1 inch Cinnamon Stick (Dalchini),3 Whole Black Peppercorns,4 cloves Garlic",10,30,Maharashtrian Recipes,Lunch,878,959,6
baked sweet potato boats ,"1 cup Black beans - cooked,1/2 Onion - finely diced,1 Tomato - seeded and finely diced,1/4 cup Green Bell Pepper (Capsicum) - finely diced,1/4 cup Red Bell pepper (Capsicum) - finely diced,1/4 cup Coriander (Dhania) Leaves - chopped,5 Pickled Jalapenos - picked,1/2 cup Sweet corn - steamed and cooled,4 Sweet Potatoes,Extra Virgin Olive Oil - as needed,Red Chilli sauce - as required,1 teaspoon Red Chilli powder,1/2 teaspoon Cumin seeds (Jeera),1/2 teaspoon Dried oregano,1 teaspoon Sugar,Black pepper powder - a pinch,1 clove Garlic - finely minced,1 tablespoon Apple cider vinegar - or white vinegar,1-2 teaspoons Red wine,1 tablespoon Extra Virgin Olive Oil,Salt - to taste,1/4 cup Cashew nuts - soaked for an hour,1 teaspoon Apple cider vinegar - or white vinegar,1 teaspoon Lemon juice,1 teaspoon Lemon zest - optional but preferred,1 tablespoon Water,Salt - to taste",10,60,Indian,Side Dish,392,400,23
pahari style phanu  ,"1 cup Arhar dal (Split Toor Dal) - soaked in water for 2 hours,1/2 cup White Urad Dal (Split) - soaked in water for 2 hours,1 Tomato - finely chopped,1 inch Ginger - finely chopped,4 cloves Garlic - finely chopped,1 teaspoon Turmeric powder (Haldi),1 pinch Asafoetida (hing),1/2 inch Ginger - finely chopped,2 cloves Garlic - finely chopped,1 teaspoon Cumin seeds (Jeera),1 Green Chilli - slit,1 teaspoon Mustard oil - for tadka",120,35,Uttarakhand-North Kumaon,Lunch,619,591,18
jeera rice ,"1 cup rice, 2 teaspoons cumin seeds, 2 tablespoons ghee, salt - as per taste",10,20,Indian,Lunch,460,183,20
sour sweet pudla  ,"1-1/2 cup Gram flour (besan),1/2 cup Tomatoes - very finely chopped,1 Green Chilli - finely chopped,1/4 teaspoon Turmeric powder (Haldi),1/2 teaspoon Red Chilli powder,1 pinch Asafoetida (hing),1/4 teaspoon Amchur (Dry Mango Powder) - (optional),Salt - to taste,1 cup Water,Sunflower Oil - to drizzile while cooking,1 cup Jaggery - grated,1 cup Whole Wheat Flour,1/3 cup Water - (adjust),Sunflower Oil - to drizzle,Roasted tomato pasta sauce - as needed,Green Chutney (Coriander & Mint) - as needed,Coriander (Dhania) Leaves - a few",15,25,Gujarati Recipes﻿,Snack,831,697,6
sweet & spicy soy dipping sauce ,"2 tablespoons Brown Sugar (Demerara Sugar),1/2 cup Water,1 tablespoon Soy sauce,1 tablespoon Chilli vinegar,1/8 teaspoon Paprika powder - 1/8 teaspoon paprika powder,1 tablespoon Spring Onion Greens -  chopped,1 teaspoon Sriracha sauce,Salt - to taste",5,0,Asian,Side Dish,568,811,23
tangy raw beetroot & tomato chutney ,"1/2 cup Beetroot - roughly chopped,1/2 cup Coriander (Dhania) Leaves - roughly Chopped,1/4 cup Tomato - roughly chopped,2 Green Chillies - chopped,1 tablespoon Lemon juice - (Or to taste),Water - as required,Salt - to taste",10,5,Indian,Side Dish,559,475,16
cauliflower tortilla ,"1 Cauliflower (gobi),1 Whole Egg,Salt - to taste,1 teaspoon Black pepper powder",20,25,Mexican,Lunch,662,704,7
vegetarian thai massaman curry ,"4 tablespoons Roasted Peanuts (Moongphali),1 Spring Onion Greens - finely chopped,2 cloves Garlic,1 teaspoon Tamarind Paste,2 Dry Red Chillies,1 inch Galangal - or ginger,1 Stalk Lemon Grass - chopped,1/2 teaspoon Coriander (Dhania) Seeds,1/2 teaspoon Cumin seeds (Jeera),2 Cloves (Laung),1 Bay leaf (tej patta),2 Cardamom (Elaichi) Pods/Seeds,1/2 inch Cinnamon Stick (Dalchini),300 ml Coconut milk,200 grams Tofu,1 Broccoli - small head,1 Carrot (Gajjar) - cut lengthwise into 1 inch thin pieces,2 teaspoons Palm sugar - or brown sugar,Salt - to taste",15,40,Thai,Dinner,622,374,22
eggless mango mousse ,"4 cups Mango Pulp (Puree),1 cup Fresh cream,1/4 cup Caster Sugar,2 tablespoons Gelatin - or agar agar or china grass (dissolved in 2tablespoons warm water)",400,0,Continental,Dessert,999,266,5
maharashtrian style sheng sola  ,"1 Carrot (Gajjar) - diced,1 Potato (Aloo) - diced,1/2 Green peas (Matar),1 teaspoon Mustard seeds,1 teaspoon Cumin seeds (Jeera),1 teaspoon Turmeric powder (Haldi),1 teaspoon Jaggery,Salt - to taste,2 tablespoon Sesame seeds (Til seeds),5 sprig Coriander (Dhania) Leaves,5 cloves Garlic,1 inch Ginger",10,30,Maharashtrian Recipes,Lunch,724,355,14
tamil nadu style egg fry  ,"2 eggs, oil - for frying, 3 tablespoons Bengal gram lentils - compress, 2 dry red chillies, 1 inch ginger - chop, 4 cloves garlic, 1 tbsp whole black pepper, salt - as per taste",5,30,Tamil Nadu,Appetizer,828,580,3
paneer do pyaza ,"1 कप पनीर - काट ले,तेल - प्रयोग अनुसार,1-1/2 प्याज - काट ले,1 प्याज - काट ले,2-1/2 टमाटर - बारीक काट ले,1 छोटा चमच्च जीरा,2 इलाईची,1-1/2 छोटा चमच्च अदरक लहसुन पेस्ट,1/4 छोटा चमच्च हल्दी पाउडर,1 छोटा चमच्च धनिया पाउडर,1-1/2 छोटा चमच्च लाल मिर्च पाउडर,1 छोटा चमच्च कसूरी मेथी,1/2 छोटा चमच्च गरम मसाला पाउडर,1/4 कप क्रीम - हैवी व्हिप्पिंग,नमक - स्वाद अनुसार",10,30,North Indian Recipes,Dinner,525,133,18
eggless whole wheat cake with chocolate buttercream frosting ,"2 cups Whole Wheat Flour,1 teaspoon Baking powder,1/2 teaspoon Baking soda,3/4 cup Extra Virgin Olive Oil,1 cup Brown Sugar (Demerara Sugar),1/2 cup Hung Curd (Greek Yogurt),1 cup Water - (adjust),1 teaspoon Cinnamon Powder (Dalchini),1 tablespoon Vanilla Extract,1/2 cup Walnuts - chopped (or use any dry fruits you like),Cinnamon Powder (Dalchini) - (for dusting and garnish),Icing Sugar - (for dusting and garnish),6 tablespoon Cocoa Powder,3 tablespoon Butter (unsalted) - or coconut butter,6 tablespoon Sugar - (adjust),4 tablespoon Milk - (adjust)",20,40,Continental,Dessert,640,905,6
yogurt lamb curry ,"500 grams Lamb,2 Onions - ground to paste,2 teaspoon Garlic - ground to paste,1-1/2 teaspoon Dry ginger powder,4 Cardamom (Elaichi) Pods/Seeds,4 Black cardamom (Badi Elaichi),2 inch Cinnamon Stick (Dalchini),4 Cloves (Laung),1 teaspoon Cumin seeds (Jeera),1 teaspoon Garam masala powder,1 cup Curd (Dahi / Yogurt),5 Kashmiri dry red chillies,4 tablespoon Ghee,Salt - to taste,Water - as required,1 tablespoon Mint Leaves (Pudina) - dry",10,60,Indian,Lunch,516,224,27
thayir semiya  ,"1/2 cup Semiya (Vermicelli) - roasted,1 cup Curd (Dahi / Yogurt),1 teaspoon Mustard seeds,1/2 teaspoon White Urad Dal (Split),pinch Asafoetida (hing),1 sprig Curry leaves,2 teaspoon Sunflower Oil,Raw Peanuts (Moongphali),1 sprig Curry leaves,2 teaspoon Sunflower Oil,5 to 6 Cashew nuts - for garnishing",15,20,Indian,Lunch,810,456,28
karela kadhi ,"1 cup Curd (Dahi / Yogurt),1 teaspoon Gram flour (besan),1-1/2 cups Water,Salt - to taste,2 Karela (Bitter Gourd/ Pavakkai) - de skinned,1/2 teaspoon Cumin seeds (Jeera),1/4 teaspoon Mustard seeds,1 sprig Curry leaves,1/2 Onion - finely chopped,3 Green Chillies - crushed to paste,1/2 inch Ginger - crushed to paste",10,20,Rajasthani,Side Dish,860,247,16
chicken cooked in banana leaves ,"500 grams Boneless chicken - 2 inch cubes,1 Lemon,2 Green Chillies,10 sprig Coriander (Dhania) Leaves,2 tablespoons Ginger Garlic Paste,10 Whole Black Peppercorns,3 Star anise,5 Cloves (Laung),1 teaspoon Red Chilli powder,Salt - to taste,1/2 teaspoon Turmeric powder (Haldi),2 Banana leaf,Cotton threads - as required,Sunflower Oil - as required",75,20,Indian,Appetizer,466,424,22
karathe nonche  ,"5 tablespoons Coriander (Dhania) Seeds,3 tablespoon Mustard seeds,1 tablespoon Methi Seeds (Fenugreek Seeds),1/2 tablespoon Asafoetida (hing),4 Karela (Bitter Gourd/ Pavakkai),1/2 cup Jaggery,18 grams Tamarind,Salt - to taste,2 tablespoons Coconut Oil,2 teaspoons Mustard seeds,2 sprig Curry leaves",15,30,Indian,Side Dish,872,567,23
spicy chilli mango virgin mojito ,"1 cup Mango (Ripe) - puree,2 inch Ginger - grated,1/4 cup Mint Leaves (Pudina) - roughly torn,2 Green Chillies - chopped thin diagonally,2 tablespoons Lemon juice,2 Lemon - cut in four pieces each,250 ml Aerated water (Soda Water),Salt - a pinch,Ice cubes - as required (crushed)",15,15,Continental,Appetizer,934,186,23
kadai mushroom ,"400 grams Button mushroom, 1 onion - finely chopped, 3 tomatoes - chopped, 1 capsicum (green) - finely chopped, 3 green chillies - chopped, 1/2 inch ginger, 3 long garlic, green coriander - chopped Take 1 teaspoon cumin seeds, 1/4 teaspoon fenugreek seeds, 1/2 teaspoon turmeric powder, 1 teaspoon red chilli powder, 1 teaspoon coriander powder, 1 teaspoon coriander powder, 2 bay leaves, 4 long, 4 whole black peppers, 1 Cinnamon - small, 2 tablespoons oil, salt - as per taste, water - to make puree",15,35,Indian,Lunch,104,510,10
 steamed lentil crumbled with fenugreek leaves ,"250 grams fenugreek - finely chopped, salt - as per taste, 1 cup tur dal, 5 dry red chillies, 1/2 teaspoon asafoetida, 1/4 teaspoon turmeric powder, 1/4 teaspoon mustard, 5 curry leaves, sesame seeds Oil - as per use",10,40,South Indian Recipes,Dessert,701,495,18
grilled cheese chocolate sandwich ,"3 Whole Wheat Brown Bread,1 tablespoon Britannia Cheese Spread - Mexican Chilli,3 tablespoon Chocolate Bar - grated,3 tablespoon Britannia Cheese Block - grated",10,15,Continental,World Breakfast,311,321,12
arbi jhol  ,"10 Colocasia root (Arbi) - chopped into discs,15 Phool Makhana (Lotus Seeds),2 Tomato - chopped,2 Green Chillies - chopped,1 inch Ginger - garted,Sunflower Oil - to cook,1 teaspoon Cumin seeds (Jeera),1 pinch Asafoetida (hing),1 teaspoon Red Chilli powder,1 teaspoon Coriander Powder (Dhania),1/4 teaspoon Cumin powder (Jeera),1/2 teaspoon Turmeric powder (Haldi),1/2 teaspoon Garam masala powder,1/2 teaspoon Kasuri Methi (Dried Fenugreek Leaves),Salt - to taste,Coriander (Dhania) Leaves - chopped",10,20,Uttar Pradesh,Side Dish,278,226,22
hirve kalvan  ,"1/4 cup Coriander (Dhania) Leaves - chopped,1/4 cup Fresh coconut - grated,1 Green Chilli,1 teaspoon Cumin seeds (Jeera),200 liter Coconut milk,1/4 teaspoon Turmeric powder (Haldi),1 teaspoon Rice flour,Salt - to taste,2 tablespoon Sunflower Oil",10,35,South Indian Recipes,Dinner,497,205,25
grilled vegetable empanadas ,"1/2 cup All Purpose Flour (Maida),1/4 cup Whole Wheat Flour,1/2 teaspoon Sugar,1 pinch Salt,1/8 cup Extra Virgin Olive Oil,1 Green Bell Pepper (Capsicum) - finely chopped,1 Red Bell pepper (Capsicum) - finely chopped,1 Yellow Bell Pepper (Capsicum) - finely chopped,1 Brinjal (Baingan / Eggplant) - finely chopped,1 Onion - finely chopped,1 Green zucchini - finely chopped,1 Pickled Jalapenos - seeded and halved,8-10 Button mushrooms - or 1 large Portobello Mushroom,1 Corn Cob - husked,1 tablespoon Extra Virgin Olive Oil,Salt and Pepper - to taste,1 tablespoon Red Chilli powder,1/2 tablespoon Cumin powder (Jeera),1/2 tablespoon Coriander Powder (Dhania),1/2 cup Barbeque sauce,1/4 cup Goat Cheese - crumbled,1 Whole Egg - beat with a tablespoon of water or milk,Coriander (Dhania) Leaves - half a bunch",15,60,European,Dinner,333,934,15
karnataka style tamarind gojju ,"1 cup Tamarind Water,1 Tomato - chopped,1 Green Chilli - slit,1 tablespoon Red Chilli powder,1 inch Ginger - chopped,Salt - to taste,1 teaspoon Mustard seeds,1 sprig Curry leaves,1 tablespoon Sunflower Oil",5,25,Karnataka,Side Dish,728,356,7
dhaba style spicy ghee rice  made from whole spices,"1 cup Rice - washed and soaked for 20 minutes,3 tablespoons Ghee,2 teaspoons Cumin seeds (Jeera),1 Cardamom (Elaichi) Pods/Seeds,2 Cloves (Laung),1 Star anise,½ inch Cinnamon Stick (Dalchini),1 Green Chilli - slit,1 sprig Curry leaves,4 Whole Black Peppercorns,Salt - to taste,1 Bay leaf (tej patta),2 cups Water,Salt - to taste",5,15,Indian,Main Course,125,794,21
